title_dt,body_dt
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류",롯데카드·손해보험·캐피탈 등 금융계열사 일괄 매각을 추진하던 롯데그룹이 이 중 ‘알짜’로 분류되던 롯데캐피탈 매각을 보류했다. 롯데카드와 롯데손보는 예정대로 적격 인수후보를 선정했다.
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류","MBK파트너스 한앤컴퍼니 등 국내 사모펀드(PEF) 운용사들은 롯데카드와 롯데손보 모두에 인수후보로 이름을 올렸다. 그 밖에 롯데카드는 IMM PE·한화그룹·하나금융지주가, 롯데손보는 JKL파트너스 등이 각각 적격 후보에 들었다."
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류",15일 투자은행(IB)업계에 따르면 롯데그룹은 매각주관사인 씨티그룹글로벌마켓증권을 통해 인수후보들에 롯데캐피탈 매각을 보류하겠다는 뜻을 전달했다.
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류","롯데카드와 롯데손보 매각에 집중하기 위해서라고 보류 이유를 설명했다. 이에 따라 KB금융지주를 비롯해 MBK파트너스, 한앤컴퍼니 등 롯데캐피탈을 노린 원매자들은 인수할 수 없게 됐다. MBK파트너스, 한앤컴퍼니 등은 롯데카드와 롯데손보 인수전에 더 집중할 것으로 예상된다."
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류","롯데캐피탈은 가계신용대출 등 소매금융에 강점을 지닌 알짜 기업으로 손꼽힌다. 지난해 9월 말 기준 총자산 7조5089억원으로 현대캐피탈, KB캐피탈, 현대커머셜에 이은 리스·할부금융업계 4위 업체다. 매년 1000억원 이상의 순이익을 거두고 있다. 인수합병(M&amp;A) 시장에 매물로 나오자 시장의 큰 관심을 끌었다."
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류",롯데그룹은 지난해 10월 롯데지주를 설립해 지주사 체제로 전환하면서 금융계열사 지분 매각에 나섰다. 공정거래법상 금산분리 요건을 충족하기 위해서다. 롯데그룹은 외부 지분매각 외에 롯데캐피탈 지분을 처리할 수 있는 다양한 방안을 찾고 있는 것으로 알려졌다.
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류","이날 롯데카드와 롯데손보 적격 인수후보자 선정 결과도 나왔다. 매각 측은 롯데카드 인수후보로 MBK파트너스, IMM PE, 한앤컴퍼니, 한화그룹, 하나금융지주 등을 선정했다. 롯데손보는 MBK파트너스, 한앤컴퍼니, JKL파트너스 등 다섯 곳을 선정했다. 대만계 금융회사인 푸본그룹 등도 롯데손보 인수 후보군에 포함된 것으로 알려졌다."
"[마켓인사이트] 롯데그룹, 캐피탈 매각 보류","롯데그룹은 롯데카드 매각 희망가격으로 1조5000억원을, 롯데손보는 5000억원 이상을 원하는 것으로 알려졌다. 매각 측은 후보별 실사를 6주간 한 뒤 4월 초 본입찰을 진행할 계획이다."
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,15일 금융업계 등에 따르면 매각 주관사 씨티글로벌마켓증권은 롯데카드·손보의 예비입찰에 참여한 업체 중 적격 인수 후보를 선정했다.
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,"롯데카드 숏리스트에는 하나금융지주와 한화그룹, MBK파트너스, 한앤컴퍼니, IMM프라이빗에쿼티 등이 이름을 올렸다. 롯데손보 후보로는 MBK파트너스와 JKL파트너스, 한앤컴퍼니 등 5곳이 선정됐다."
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,업계 등에 따르면 롯데그룹은 롯데캐피탈 매각작업을 보류하기로 결정했다.
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,이는 당분간 카드와 손보 매각에 집중하기 위한 것으로 전해졌다. 롯데캐피탈은 카드·손보사와 달리 대주주 적격성 심사가 필요하지 않아 일정에 여유가 있는 편이다. 또한 세 회사 한번에 매각을 추진하기에 부담된 것으로 풀이된다.
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,업계에서는 롯데캐피탈이 이번에 매물로 나온 롯데금융 3개사 중 비교적 건실하다고 보고 있다. 3개사 중 업계 내 순위가 높은 편이기 때문이다.
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,"지난해 기준 롯데캐피탈의 업계 순위는 자산기준 약 4위로 상위권이다. 롯데카드는 지난해 7개사(BC카드 제외) 중 점유율 11%위로 업계 5위, 롯데손보도 종합손보사 순위 하위권에 머문다. 실적도 나쁘지 않다. 지난해 3분기 실적 공시에 따르면 연결기준 총 자산은 7조5118억원, 영업이익은 1231억원이다."
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,롯데는 이들을 대상으로 6주간 실사에 돌입한다. 본입찰은 오는 4월초 예정됐다.
롯데카드·손보 적격 인수후보 5곳씩 선정…캐피탈은 매각 보류,지난 2018년 10월 지주회사 체제로 전환한 롯데는 공정거래법 관련 규정에 따라 오는 10월까지 금융계열사 지분을 모두 처분해야 한다.
"롯데그룹, 캐피탈 매각 보류…“카드와 손보 매각에 집중”","15일 투자은행(IB) 업계에 따르면 롯데그룹 금융 3사 매각을 주관하는 씨티그룹글로벌마켓증권은 롯데카드와 롯데손보를 인수할 적격 인수후보자를 선정하는 동시에 롯데캐미탈 매각 절차는 보류시켰다. 롯데그룹 측은 롯데카드와 롯데손보를 파는 데 집중하기로 매각 전략을 수정한 것으로 전해졌다. 12일 마감된 롯데캐피탈 예비입찰에는 KB금융지주를 비롯해 사모펀드(PEF) 운용사인 MBK파트너스, 한앤컴퍼니, 오릭스PE 등이 뛰어든 상태였다."
"롯데그룹, 캐피탈 매각 보류…“카드와 손보 매각에 집중”",롯데캐피탈은 롯데그룹 내에서도 수익성이 높은 회사로 분류된다. 캐피탈 업계 4위 업체로 기업대출 비중이 낮은 대신 개인 대출과 할부 리스 등 위험이 낮은 소매 분야에 강점이 있어 경기 불황기에도 대규모 부실이 발생할 가능성이 낮은 것으로 평가받고 있다. 매각 가격은 1조 원에서 1조5000억 원 안팎으로 추산되고 있다.
"롯데그룹, 캐피탈 매각 보류…“카드와 손보 매각에 집중”",롯데캐피탈은 공정거래법상 금산분리 요건 충족을 위해 반드시 매각해야 하는 롯데카드나 롯데손보와 달리 외부에 매각하지 않고도 규제를 피할 수 있는 방법이 있다. 이에 롯데그룹은 알짜 계열사를 파는 대신 호텔롯데 등 다른 계열사로 일부 지분을 넘기는 방식을 택할 것이란 관측도 있다.
"롯데그룹, 캐피탈 매각 보류…“카드와 손보 매각에 집중”","한편 롯데카드 적격 인수후보자에는 한화그룹, 하나금융지주, MBK파트너스, IMM PE, 한앤컴퍼니 등 5곳이 선정됐다. 롯데손보 인수후보자는 MBK파트너스, 한앤컴퍼니, JKL파트너스 등 5곳 선정됐다. 다음달 중순까지 실사를 진행하며 4월 초 본입찰이 진행될 예정이다."
롯데카드·손보 매각 적격인수후보 각 5곳 선정…캐피탈 매각은 보류,롯데손보도 사모펀드 등 5곳 경쟁 예고
롯데카드·손보 매각 적격인수후보 각 5곳 선정…캐피탈 매각은 보류,"15일 업계에 따르면 롯데그룹 금융계열사 매각주관사인 씨티글로벌마켓증권은 롯데카드 적격 예비인수후보로 한화그룹과 하나금융, MBK파트너스, 한앤컴퍼니, IMM 프라이빗에쿼티(PE) 등 5곳을 선정해 해당 업체에 통보했다. 또한 롯데손보 예비인수후보로는 MBK파트너스, 한앤컴퍼니, JKL파트너스 등 5곳을 선정했다."
롯데카드·손보 매각 적격인수후보 각 5곳 선정…캐피탈 매각은 보류,"롯데그룹은 후보로 선정된 기업들을 대상으로 오는 18일부터 6주간 실사를 진행하고, 4월 초 본 입찰에 들어갈 예정이다."
롯데카드·손보 매각 적격인수후보 각 5곳 선정…캐피탈 매각은 보류,"다만 롯데캐피탈 매각은 보류하기로 했다. 롯데지주는 롯데카드와 롯데손보, 롯데캐피탈 매각에 패키지와 개별 매각 방식을 두고 고심해왔다. 3개사 예비입찰 결과 개별 매각이 유리하다고 판단, 일단 롯데카드와 롯데손보 매각에 집중하기로 정한 것으로 알려졌다."
롯데카드·손보 매각 적격인수후보 각 5곳 선정…캐피탈 매각은 보류,2017년 말 롯데지주를 설립한 롯데는 일반 지주회사는 금융계열사 주식을 보유할 수 없다는 현행 공정거래법의 금산분리 규정에 따라 이들 계열사의 매각을 추진하고 있다. 지주사를 설립한 지 2년이 되는 올 10월까지 금융 계열사 정리를 완료해야 한다.
"롯데, 캐피탈 매각 전격 보류...""흥행쇼였나"" 의심의 눈초리","15일 금융권과 투자은행(IB) 업계에 따르면 롯데그룹과 매각 주관사 씨티글로벌마켓증권은 이날 오후 카드와 손보 예비입찰에서 참여자 중 10곳을 적격예비후보(쇼트리스트)로 선정했다. 롯데카드는 한화그룹과 하나금융지주, 사모펀드인 MBK파트너스, 한앤컴퍼니, IMM프라이빗에쿼티(PE)가 예비후보로 선정됐다. 롯데캐피탈과 롯데카드 예비입찰에 참여한 오릭스 PE는 제외됐다. 롯데손보는 MBK파트너스와 한앤컴퍼니, JKL파트너스 보험업을 하는 중국계 금융회사 등 5곳이 선정됐다."
