title_dt,body_dt
"손태승 우리금융 회장, 다음 M&A 타깃은?",업계는 우리금융이 비록 MBK와 컨소시엄을 통해 20% 지분만 매입하지만 궁극적으로는 사모펀드인 MBK로부터 롯데카드 지분을 사들일 것으로 보고 있다.
"손태승 우리금융 회장, 다음 M&A 타깃은?",이런 가운데 최근 해외 투자설명회(IR)를 다녀온 손태승 회장이 M&amp;A에 전력투구할 뜻을 밝히면서 우리금융이 눈독을 들이고 있는 증권사와 보험사에도 관심이 집중되고 있다.
"손태승 우리금융 회장, 다음 M&A 타깃은?","우리금융은 2001년부터 금융지주사를 유지하다 민영화를 위해 2014년 우리금융지주와 우리은행을 합병, 은행 체제로 있다가 올해 1월에 다시 금융지주사를 출범시켰다. 현재 우리금융지주는 자회사로 우리은행, 우리FIS, 우리금융경영연구소, 우리신용정보, 우리펀드서비스, 우리PE자산운용 등 6개사를, 손자회사로는 우리카드, 우리종금 등 2개사를 두고 있다."
"손태승 우리금융 회장, 다음 M&A 타깃은?",▶롯데카드 인수 기정사실화…4월에는 자산운용 인수
"손태승 우리금융 회장, 다음 M&A 타깃은?","27일 관련업계에 따르면 최근 롯데카드 매각 우선협상대상자가 MBK로 교체됐다. 지난 21일 롯데지주가 롯데카드 매각 우선협상대상자를 기존 한앤컴퍼니에서 MBK로 변경했다고 공시한 것. 이는 한상원 한앤컴퍼니 대표가 소송에 휘말리는 등 딜에 대한 불확실성이 커진 가운데 배타적 우선협상기간이 종료된 데 따른 조치로 해석되고 있다. 특히 롯데지주가 공정거래법상 오는 10월까지 롯데카드 매각을 완료해야 하는 상황에서 검찰 수사로 인한 한상원 대표의 대주주 적격성 심사지연을 감안한 것으로 보인다. 이와 관련해 롯데그룹(롯데지주)은 27일 MBK와 롯데카드 매각 본계약을 체결했다고 공시, M&amp;A가 완료됐음을 알렸다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","우리은행은 MBK와 컨소시엄으로 들어가며, 롯데지주 등이 보유하고 있는 롯데카드 지분 100% 가운데 MBK가 60%, 우리은행이 20%를 갖게 된다. 롯데그룹은 나머지 지분 20%를 보유해 롯데카드와 롯데그룹 유통계열사 간 다양한 제휴관계를 유지한다는 방침이다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","주목할 점은 우리은행이 MBK의 롯데카드 지분 인수자금까지 주선하면서 다양한 가능성을 열어뒀다는 것이다. 재무적투자자(FI)로 남아 자본이득을 얻을 수도 있고, 지분을 확대해 전략적투자자(SI)로 전환할 기회도 얻었다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","일단 우리금융은 인수금융을 위해 재무적투자자로서 참여할 예정이라고 선을 긋고 있다. 우리금융 관계자는 ""MBK가 이번 인수와 관련해 추후 우리에게 매각할 것이라는 옵션이 없는 상황이다 보니 현재로서는 인수금융 주선기관으로서 비이자수익을 올릴 수 있는 기회로 보고 있다""고 밝히고 있지만 시장에서는 우리금융이 중장기적으로 롯데카드 인수를 위해 이번 컨소시엄에 참여했다고 보는 시각이 지배적이다. 한 때 중간지주회사를 만들면 다시 롯데카드를 사들일 것이라는 예측이 나왔던 롯데그룹도 ""롯데카드를 다시 매입하는 일은 절대 없다""고 못을 박고 있다는 점도 우리금융의 롯데카드 인수에 힘을 싣고 있다. 카드사의 한 임원은 ""우리금융이 비록 재무적투자자로 참여했지만, 결국에는 사모펀드인 MBK로부터 지분을 사들일 것""이라고 점쳤다. 사모펀드는 궁극적으로 투자수익을 내기 위해 지분을 팔고나가는 엑시트 전략을 펼치기 때문이다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","증권가에서도 우리금융이 결국에는 MBK로부터 지분을 매입할 것으로 보는 시각이 적지 않다. 증권업계 관계자는 ""증시에서 카드사는 주가순자산비율(PBR) 0.5배에 거래되고 있는데도 지분가치를 PBR 0.8배로 높게 책정된 롯데카드의 지분을 우리은행이 매입하는 것은 인수를 염두에 둔 전략으로 보인다""고 말했다. 실제로 우리금융은 아주캐피탈 인수과정에서도 재무적투자자에서 전략적투자자로 전환한 전례가 있다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","이에 앞서 우리금융은 지난 4월 동양자산운용과 ABL글로벌자산운용(舊 알리안츠자산운용)을 인수했고, 국제자산신탁 경영권 지분 인수도 사실상 확정됐다. 손태승 회장은 지난 1월14일 지주사 출범식에서 ""자산운용사, 부동산신탁사, 저축은행 등 규모가 작은 매물부터 인수하겠다""며 비은행부문 M&amp;A를 선언했는데, 이 일정표대로 차근차근 영토를 확장하고 있는 것이다."
"손태승 우리금융 회장, 다음 M&A 타깃은?",▶증권사·보험사 M&amp;A에 어떤 승부수 띄울까
"손태승 우리금융 회장, 다음 M&A 타깃은?","기대하지 않았던 롯데카드 지분 참여로 우리금융의 비은행부문 M&amp;A는 한결 수월해졌다. 특히 카드사 인수 부담감을 덜어주면서 손태승 회장의 M&amp;A 행보에 날개를 달아줄 것으로 보인다. 손 회장은 지난 19일부터 3박4일간 일정으로 다녀온 해외 IR에서도 비은행부문 M&amp;A를 강조한 것으로 전해졌다. 우리금융 관계자는 ""도쿄와 홍콩에서 펼친 해외 IR에서 우리금융의 M&amp;A는 계속되니 투자해달라고 요청한 것으로 알고 있다""고 말했다. 손 회장이 비은행부문 M&amp;A 자금 마련에 전력을 다하고 있는 것이다. 해외 투자자들도 향후 비은행부문의 M&amp;A를 통한 중장기 성장전략에 매우 호의적인 반응을 보였다는 후문이다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","현재 손 회장의 M&amp;A 일정표 맨 위를 차지하고 있는 것은 증권사다. 증권사가 주도하는 투자은행(IB) 관련 사업의 금융지주 이익 기여도가 갈수록 높아지고 있는데다, 금융지주로서의 면모를 갖추려면 중대형 증권사 편입이 필수적이기 때문이다. 우리금융은 업계 최상위권이던 우리투자증권(현 NH투자증권)을 보유했지만 지난 2014년 민영화 과정에서 매각한 바 있다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","다만, 중대형급 증권사는 수조원의 자금이 필요해 내년에야 가능할 것으로 보는 시각도 있다. 우리금융은 내년에는 출자여력이 7조원으로 불어나 중대형 증권사나 보험사 인수가 수월해진다."
"손태승 우리금융 회장, 다음 M&A 타깃은?",롯데카드처럼 지분 투자로 올해안에 M&amp;A를 성사시킬 가능성도 제기되고 있다. 손 회장은 증권사의 경우 올해 내 인수가 힘들 경우 공동 지분투자도 고려하고 있다고 밝힌 바 있기 때문이다.
"손태승 우리금융 회장, 다음 M&A 타깃은?","최근 유안타증권 인수설이 돌았지만 우리금융지주나 유안타증권은 이를 모두 부인했다. 업계 관계자는 ""옛 우리투자증권을 보유했던 우리금융으로서는 중소형 증권사인 유안타증권은 성에 차지 않을 것""이라며 ""중대형급 증권사는 돼야 손 회장이 인수하려고 할 것""이라고 말했다."
"손태승 우리금융 회장, 다음 M&A 타깃은?",이런 이유로 업계 최상위권인 삼성증권이 유력한 M&amp;A 후보 중 하나로 꼽히고 있다. 시장에서는 오래전부터 사업재편을 이유로 삼성그룹이 삼성증권을 매각할 것이라는 예상이 돌았다. 실제로 2016년에는 중국 안방보험이나 한국금융지주가 삼성증권을 인수할 것이라는 소문이 무성했다.
"손태승 우리금융 회장, 다음 M&A 타깃은?","게다가 지난해에는 우리은행이 금융지주로 전환하면 삼성증권을 인수할 것이라는 소문이 돌기도 했다. 그 당시 우리은행은 이를 부인했지만, 금융지주의 위상을 유지하기 위해서는 중소형 증권사가 아닌 중대형 증권사가 필요하다는 것이 대체적인 시각이다."
"손태승 우리금융 회장, 다음 M&A 타깃은?","한편 보험사는 순위에서 증권사에 밀려나 있는 상태다. 업계의 한 관계자는 ""보험사는 대규모 자본 활용이 가능한 후로 미루거나 가격 매력도가 커야 가능할 것""이라고 말했다."
