title_dt,body_dt
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨","롯데멤버스 리서치플랫폼 라임에서 빅데이터와 스몰데이터를 연계해 발간한 '2020 트렌드픽(TREND PICK)'에 따르면,  베이비붐 세대(55~63년생)의 30.6%(응답자 총 3935명)가 온라인 쇼핑을 이용하고 있는 것으로 나타났다. 밀레니얼 세대의 온라인 쇼핑 비중(35.0%)과도 격차가 크지 않다."
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨","베이비붐 세대가 주로 이용하는 온라인 쇼핑 채널은 1위 오픈마켓, 2위 TV홈쇼핑, 3위 소셜커머스, 4위 대형마트 인터넷몰, 5위 온라인 종합몰순이었다. 온라인 쇼핑 채널을 이용하는 이유로는 '최저가 검색'과 '가격 비교'가 용이하다는 점을 가장 많이 꼽았다."
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨","구매 전 쇼핑몰 내 이용후기(25.8%)와 제품정보(23.5%), 가격 비교 사이트(13.5%) 등을 참고하는 이들도 많았다. 카페/블로그(6.5%)나 개인 SNS(4.3%) 이용후기를 참고하는 비율은 밀레니얼 세대에 비해 아직 낮았다."
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨","과거의 실버 세대와 달리 스마트폰 사용에 능숙한 베이비붐 세대는 쇼핑뿐 아니라 정보 탐색에도 디지털 기기를 활발히 사용하고 있었다. 라임 설문 결과, 해당 연령대의 응답자 72.5%가 '어떤 일을 할 때 스마트폰으로 관련 정보를 탐색한다', 61.2%가 '필요에 따라 다양한 어플리케이션을 다운 받아 활용한다'고 답했다. 주 이용 항목으로는 인터넷 검색(96.3%), 카카오톡(95.5%), 모바일 쇼핑(81.7%) 등을 꼽았다."
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨","또한, 베이비붐 세대의 상당수가 TV 외 스마트폰으로도 다양한 영상 콘텐츠를 즐기고 있는 것으로 나타났다. 이들의 주중 하루 평균 스마트폰 영상 시청 시간(2.9시간)은 TV(2.8시간)보다 길었으며, 응답자 대부분(93.7%)이 유튜브를 이용하고 있었다. 티빙, 웨이브, 올레TV, U+모바일 등 기타 OTT(Over The Top) 서비스(57.1%)와 넷플릭스(19.7%)  이용하는 이들도 적지 않았다."
"베이비붐 세대, 밀레니얼 세대 비슷하게 온라인 쇼핑 즐겨","전형식 롯데멤버스 대표는 ""코로나19 확산으로 생필품, 식료품, 콘텐츠 등 소비 전반에 걸쳐 온라인 구매가 폭증했다""며 ""이번 사태를 계기로 남녀노소 할 것 없이 이용경험이 축적되면서 온라인?모바일 쇼핑 성장세는 앞으로 더욱 가속화될 것으로 보인다""고 말했다."
"""페이로 결제할게요""...코로나19 우려에 간편결제 선호도 ↑","데이터 서비스 기업 롯데멤버스는 28일 엘포인트 거래 데이터(2월 1~20일)를 분석해본 결과, 간편결제인 ‘엘페이’ 취급고가 전월 동기 대비 11.5% 증가한 것으로 나타났다고 밝혔다. 오프라인 매장에서 쇼핑할 때 대인 접촉을 피하기 위해 카드를 건네서 주고 받기 보다는 간편결제를 이용한 이들이 늘어난 것이다."
"""페이로 결제할게요""...코로나19 우려에 간편결제 선호도 ↑",같은 기간 오프라인 유통점 전체 결제액은 전월 동기간 대비 28.6% 감소했다.
"""페이로 결제할게요""...코로나19 우려에 간편결제 선호도 ↑","결제수단뿐 아니라 구매 품목도 달라졌다. 온·오프라인 유통점을 통틀어 건강·위생 상품 판매액이 전월 동기간 대비 급증한 것. 건강마스크(1143.4%), 안전상비의약품세트(269.0%), 손세정제(255.5%), 주방세제(178.1%) 등 순으로 매출액 증가 폭이 높았다."
"""페이로 결제할게요""...코로나19 우려에 간편결제 선호도 ↑","또 온라인 채널에서는 신선·가공식품 판매액도 늘었다. 일반의약품(24668.9%), 일반의약외품(473.7%) 외에도 나물류(81.4%), 수입과일(52.5%), 채소(32.3%) 등 신선식품과 봉지라면(28.6%), 유아식(24.7%), 시리얼(24.2%) 등 가공식품 판매액이 모두 증가했다."
