title_dd,body_dd
"롯데멤버스 ""'스피드메이트'서 엘페이로 결제하세요""","엘페이 회원은 주유, 타이어, 경정비까지 차량 관리 전 영역에 걸쳐 현금이나 실물 카드 없이 스마트폰으로 간편하게 결제할 수 있게 됐다."
"롯데멤버스 ""'스피드메이트'서 엘페이로 결제하세요""","롯데멤버스는 지난 4월 SK네트웍스와 전략적 업무제휴 협약을 체결했다. 통합 모빌리티 멤버십 애플리케이션(앱) '모스트(MOST)', 타이어 판매 온라인 사이트 '타이어픽' 등에 엘페이 간편결제 서비스를 적용했다. 앞으로 SK네트웍스 다른 서비스에도 엘페이 및 엘포인트 사용이 가능하도록 제휴 범위를 확대할 계획이다."
"롯데멤버스 ""'스피드메이트'서 엘페이로 결제하세요""",양사는 이번 서비스 오픈을 기념해 스피드메이트 전 매장에서 엘페이 3만원 이상 결제고객을 대상으로 와이퍼를 선착순 증정(500개 한정)한다.
"""전국 스피드메이트에서 엘페이로 간편결제하세요""",[아시아경제 이지은 기자] 롯데멤버스는 SK네트웍스의 종합차량관리 브랜드 스피드메이트 전국 700여개 매장에 엘페이 간편결제를 적용한다고 30일 밝혔다.
"""전국 스피드메이트에서 엘페이로 간편결제하세요""","이번 서비스 오픈으로 엘페이 회원들은 주유, 타이어, 경정비까지 차량 관리 전 영역에 걸쳐 현금이나 실물 카드 없이 스마트폰만으로 손쉽게 간편결제를 이용할 수 있게 됐다."
"""전국 스피드메이트에서 엘페이로 간편결제하세요""","롯데멤버스는 지난 4월 SK네트웍스와 전략적 업무제휴 협약을 체결하고, 통합 모빌리티 멤버십 애플리케이션 '모스트', 타이어 판매 온라인 사이트 '타이어픽' 등에 엘페이 간편결제 서비스를 적용한 바 있다. 앞으로 SK네트웍스의 다른 서비스에도 엘페이 및 엘포인트 사용이 가능하도록 제휴 범위를 넓혀갈 계획이다."
"""전국 스피드메이트에서 엘페이로 간편결제하세요""",서비스 오픈 기념으로 스피드메이트 전 매장에서 엘페이 3만원 이상 결제고객들에게 와이퍼를 선착순 증정(500개 한정)한다.
소비자 구매채널 5.7개…24/7 쇼핑시대,24일 롯데멤버스 리서치 플랫폼 라임이 공개한 '트렌드Y 슬기로운 쇼핑생활 리포트'에 따르면 17~60세 남녀 총 5000여명에게 온라인 설문조사를 한 결과 소비자들은 평균 5.7개의 채널을 이용하는 것으로 나타났다.
소비자 구매채널 5.7개…24/7 쇼핑시대,"주말에 대형마트에서 일주일치 식료품과 생필품을 대량 구매하는 것이 보편적이던 시대에서, 주부가 아니더라도 가구 구성원 개개인이 취향에 맞는 쇼핑 채널에서 필요한 물건을 구매하는 시대로 변한 것이다. 온·오프라인 채널을 넘나들며 쇼핑채널의 경계도 무너지고 있다."
소비자 구매채널 5.7개…24/7 쇼핑시대,"1인 가구가 이용하는 채널은 5.2개, 기혼이지만 무자녀인 경우에는 4.8개로 비교적 적었다. 자녀가 태어나 영유아기가 되면 6.6개로 쇼핑 채널 수가 가장 크게 늘었다. 자녀가 청소년기가 되면 자녀들도 필요한 물건을 각자 구매하기 때문에 5.9개로, 자녀 성인기엔 5.3개로 줄어드는 양상을 보였다."
소비자 구매채널 5.7개…24/7 쇼핑시대,"전 연령대에서 주로 이용하는 채널은 대형마트와 오픈마켓으로 동일했지만, 1인 가구는 소셜커머스와 편의점을, 기혼 가구에서는 창고형 할인마트와 백화점을 더 선호하는 것으로 조사됐다."
소비자 구매채널 5.7개…24/7 쇼핑시대,구매시간과 장소가 한정적인 오프라인 쇼핑에서 언제 어디서나 쇼핑 가능한 온라인·모바일로 시장이 넘어오면서 쇼핑 가능 시간대는 크게 넓어졌다.
소비자 구매채널 5.7개…24/7 쇼핑시대,"심야시간대 주문이 증가한 품목은 육류, 과일, 냉장식품 등이다. 다음날 먹을 식재료를 전날 저녁에 받아 보관하지 않고, 새벽에 받아 신선하게 요리할 수 있어 심야 주문이 증가하는 것으로 롯데멤버스는 분석했다."
소비자 구매채널 5.7개…24/7 쇼핑시대,"황윤희 롯데멤버스 빅데이터부문장은 ""다양한 배송 서비스로 온라인 쇼핑의 시간대 변화가 두드러진다. 주52시간 근무와 유연 근무제 등의 확산에 오프라인 방문 시간대도 변화가 예상된다""며 ""유통업체들이 소비자의 라이프 타임을 이해하고 발 빠르게 대처해 나가야 한다""고 말했다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,(서울=연합뉴스) 이신영 기자 = 소비자들은 한 달에 평균 6개 쇼핑업체에서 물건을 구매하는 것으로 나타났다.
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"1인 가구는 소셜커머스와 편의점을, 기혼 가구는 창고형 할인마트와 백화점을 더 선호했다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,롯데 멤버스는 리서치 플랫폼 라임을 통해 전국 17∼60세 남녀 5천명을 대상으로 최근 한 달간 이용한 쇼핑업체를 조사한 결과 이같이 나타났다고 24일 밝혔다.
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"1인 가구는 평균 5.2개 쇼핑업체를, 자녀가 없는 기혼자는 4.8개 업체를 이용했다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"영유아기 자녀가 있는 기혼자가 사용하는 업체 수는 6.6개로 크게 늘었다가 자녀들이 성장해 청소년기가 되면 5.9개, 성인이 되면 5.3개로 차츰 감소했다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"소비자들은 주로 대형마트와 오픈마켓을 많이 이용한 가운데 1인 가구는 지역 마트·슈퍼, 소셜커머스, 편의점을, 자녀가 없는 기혼 가구는 백화점과 창고형 대형마트를 많이 찾았다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"영유아기 자녀가 있는 경우는 창고형 대형마트와 소셜커머스를 많이 이용했고, 자녀가 성인이 된 경우에는 지역 마트·슈퍼와 창고형 대형마트로 선호하는 업체가 달라졌다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"온라인 장보기는 2016년만 해도 오후 1∼4시에 집중됐지만, 올해는 밤 9∼11시까지 심야시간대 주문이 5.5% 증가했다."
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,롯데 멤버스는 유통사들의 새벽 배송 서비스가 온라인 주문 시간대 변화에 영향을 준 것으로 분석했다.
소비자 월평균 6개 쇼핑업체 이용…심야에는 온라인주문↑,"특히 심야시간대에는 육류와 과일, 냉장식품 주문이 증가한 것으로 나타났다."
