title_dd,body_dd
"대세는 홈케어, 뷰티인싸템은 '이것'","기존에는 피부 고민 해결을 위해 흔히 피부과나 피부 관리실을 찾았다면, 최근에는 뷰티 디바이스를 이용해 집에서 직접 피부관리를 하는 ‘홈뷰티족’이 늘고 있다. 올해 1분기 기준 엘포인트(L.POINT) 거래 데이터를 분석한 결과, 대표적인 홈뷰티 디바이스인 LED마스크의 구매 건수가 전년 동기 대비 3.8배 증가했다."
"대세는 홈케어, 뷰티인싸템은 '이것'","이에 롯데멤버스 리서치 플랫폼 라임은 엘포인트 빅데이터를 활용해 실제 LED마스크 구매자에게 설문조사를 진행, LED마스크 구매이유 및 효과에 대해 알아봤다."
"대세는 홈케어, 뷰티인싸템은 '이것'","LED마스크의 가장 큰 구매자는 30대로, 전체 구매자 중 46%를 차지한다. 반면, 20대는 구매건수는 적지만 18년 1분기 대비 가장 높은 구매 증가율을 보여, ‘나를 위한 투자’에 적극적인 밀레니얼 세대의 특징을 엿볼 수 있다."
"대세는 홈케어, 뷰티인싸템은 '이것'","LED마스크 구매자들은 집에서 더 자주 피부 관리를 하고 싶어서(54.4%), 피부과/피부관리실 방문에 사용되는 비용(15.5%)과 시간(10.2%)을 줄이기 위해서 LED마스크를 구매했다고 응답했다. 또한 본인이 사용하는 것 외에 선물을 위해 구매했다는 사람도 8.9%였는데, 여성에 비해 남성의 비중이 높았다(남 31.1%, 여 3.5%). 선물 대상으로는 배우자/연인(59.5%), 부모님(21.4%)순이었다."
"대세는 홈케어, 뷰티인싸템은 '이것'","주 평균 3회 이상 LED마스크를 이용하는 응답자 비율은 절반(50.1%)에 달했으며, 그 중 매일 1회 이상 이용한다는 응답도 12.2%였다."
"대세는 홈케어, 뷰티인싸템은 '이것'","이용자들은 LED마스크 사용 후 화이트닝(35.8%), 피부 진정(35.5%), 피부 보습(29.3%), 잡티/기미 개선(28.2%) 등에 효과를 봤다고 응답했다. 그러나 제품을 구매하기 전에 기대했던 효과는 잡티/기미 개선(52.8%), 안면 리프팅(49.2), 화이트닝(47.2%) 등으로 실제 사용 후 효과 순위와 다소 차이를 보였다."
"대세는 홈케어, 뷰티인싸템은 '이것'","LED마스크 이용자들의 불만요소는 비싼 가격(44.8%)과 가격 대비 제품의 효과를 느끼기 어렵다(44.3%)는 점이었다. LED마스크 평균 구매 금액은 약 47만원 정도로 나타났다. 이와 함께, 사용 시 아쉬운 점으로는 제품을 주기적으로 충전해야 하기 때문에 번거롭고(31.4%), 보관하기가 어렵다는 점(16.7%)이 꼽혔다."
"대세는 홈케어, 뷰티인싸템은 '이것'","‘L.POINT 리서치 플랫폼 라임’에서 실시한 이번 조사의 신뢰수준은 95%, 표본오차는 ±4.1%p다."
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""","[아시아경제 이지은 기자] 홈뷰티족이 늘면서 발광다이오드(LED) 마스크 판매가 늘었지만, 구매자의 절반은 가격이 비싸고 효과를 느끼기 어렵다는 불만도 있는 것으로 나타났다."
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""",롯데멤버스 리서치 플랫폼 라임은 지난 1분기 엘포인트 거래 데이터를 분석한 결과 LED마스크의 구매 건수가 전년 동기 대비 3.8배 증가했다고 31일 밝혔다.
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""","엘포인트 빅데이터를 활용해 실제 LED마스크 구매자에게 설문조사를 진행한 결과, LED마스크의 가장 큰 구매자는 30대로 전체 구매자 중 46%를 차지했다. 20대는 구매건수는 적지만 지난해 1분기 대비 가장 높은 구매 증가율(7.6배)을 보였다."
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""","LED마스크 구매자들은 집에서 더 자주 피부 관리를 하고 싶어서(54.4%), 피부과·피부관리실 방문에 사용되는 비용(15.5%)과 시간(10.2%)을 줄이기 위해서 LED마스크를 구매했다고 응답했다. 또 선물을 위해 구매했다는 사람도 8.9%에 달했는데, 여성(3.5%)에 비해 남성(31.1%)의 비중이 높았다. 선물 대상으로는 배우자·연인(59.5%), 부모님(21.4%)순이었다."
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""","주 평균 3회 이상 LED마스크를 이용하는 응답자 비율은 절반(50.1%)에 달했으며, 그 중 매일 1회 이상 이용한다는 응답도 12.2%였다. 이용자들은 LED마스크 사용 후 화이트닝(35.8%), 피부 진정(35.5%), 피부 보습(29.3%), 잡티·기미 개선(28.2%) 등에 효과를 봤다고 응답했다."
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""","그러나 제품을 구매하기 전에 기대했던 효과는 잡티·기미 개선(52.8%), 안면 리프팅(49.2), 화이트닝(47.2%) 등으로 실제 사용 후 효과 순위와 다소 차이를 보였다."
"LED 마스크 판매량 3.8배 늘었지만…44%""가격 비싸고 효과없어""","LED마스크 이용자들의 불만요소는 비싼 가격(44.8%)과 가격 대비 제품의 효과를 느끼기 어렵다(44.3%)는 점이었다. LED마스크 평균 구매 금액은 약 47만원 정도다. 용 시 아쉬운 점으로는 제품을 주기적으로 충전해야 하기 때문에 번거롭고(31.4%), 보관하기가 어렵다는 점(16.7%)이 꼽혔다."
"우리카드, '위비멤버스' 출시 연기… ""금감원 보고 늦어서""",30일 금융권에 따르면 우리카드는 우리은행으로부터 위비멤버스를 352억원에 인수했다. 우리카드가 우리은행의 위비멤버스 등 리워드(reward) 사업을 총괄하는 것이다. 우리은행은 지난해 12월 이사회를 열고 사업권을 양도하기로 결정했다.
"우리카드, '위비멤버스' 출시 연기… ""금감원 보고 늦어서""",기존에 위비멤버스 사업을 운영하던 우리은행은 금융위원회에 영업양도 인가와 개인신용정보 이전 승인을 신청했다. 금융감독원이 위수탁업무를 승인하면 위비멤버스 회원의 개인(신용)정보는 우리카드로 이전된다.
"우리카드, '위비멤버스' 출시 연기… ""금감원 보고 늦어서""","우리은행 관계자는 ""다음달 초로 예정됐던 위비멤버스 영업양도일이 미뤄져 고객에게 일정이 변경된 점을 안내하고 있다""고 말했다."
