title_dd,body_dd
베트남 공략 나선 롯데카드,"[서울경제] 롯데카드의 베트남 현지법인인 ‘롯데파이낸스 베트남’이 현지에서 일정 조건을 충족하면 평생 연회비를 면제하고 해외 모든 가맹점에서도 최대 결제금액의 1%를 적립해주는 신용카드 2종을 출시, 본격적인 시장 선점에 나선다."
베트남 공략 나선 롯데카드,"29일 롯데카드에 따르면 이번에 출시한 ‘롯데파이낸스 비자’ 카드와 ‘롯데파이낸스 비자 플래티넘’ 카드 2종은 발급 이후 90일 이내에 카드를 사용하기만 하면 연회비를 평생 면제해주고 실적 조건에 상관없는 포인트 적립 혜택을 제공하는 것이 특징이다. 베트남 내 모든 가맹점에서 최대 0.5%, 해외 모든 가맹점에서 최대 1%를 적립해준다. 적립된 포인트는 카드 대금 납부 및 베트남 에어라인 마일리지로 전환이 가능하다."
베트남 공략 나선 롯데카드,다양한 롯데 계열사 혜택도 가미됐다. 엘포인트(L.POINT)가 탑재돼 베트남 현지에 진출한 롯데리아·엔제리너스·롯데시네마 등 300여개 롯데 계열사 가맹점에서 이용할 경우 최대 30% 할인 및 포인트 적립 혜택을 받을 수 있다. 롯데멤버스가 연내 추진 중인 포인트 호환 서비스가 도입되면 한국 롯데 계열사에서도 엘포인트를 적립하거나 사용할 수 있게 된다.
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시",롯데카드의 베트남 현지법인 '롯데파이낸스 베트남(LOTTE Finance Vietnam)'이 국내 카드사 최초로 베트남 현지에서 신용카드 2종을 출시하고 신용카드 사업을 개시했다고 29일 밝혔다.
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시","이번에 선보인 '롯데파이낸스 비자(LOTTE FINANCE VISA)' 카드, '롯데파이낸스 비자 플래티넘(LOTTE FINANCE VISA Platinum)' 카드 2종은 발급 이후 90일 이내에 카드를 사용하기만 하면 연회비를 평생 면제해주고, 실적 조건에 상관없는 포인트 적립 혜택을 제공하는 것이 특징이다."
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시","기본 서비스로 베트남 내 모든 가맹점에서 최대 0.5%, 해외 모든 가맹점에서 최대 1%를 적립해 준다. 적립된 포인트는 카드 대금 납부 및 베트남 에어라인 마일리지로 전환이 가능하다."
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시","이밖에 엘포인트(L.POINT)도 탑재해 베트남 현지에 진출한 롯데리아, 엔제리너스, 롯데시네마 등 300여개 롯데 계열사 가맹점 이용 시 최대 30% 할인 및 포인트 적립 혜택을 제공한다. 연내 롯데멤버스에서 추진 중인 '포인트 호환 서비스'가 도입되면 한국 롯데 계열사에서도 엘포인트 적립 및 사용이 가능해진다."
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시","특히 이 카드는 한국 여행에 특화된 서비스를 탑재해 베트남 관광객 유치 및 국내 관광산업 발전에도 기여할 것으로 보인다. 한국 롯데 계열사 이용 시 3%를 적립해 주고, 플래티넘 카드 회원의 경우 한국 관광비자 간소화 서비스 및 보장 한도 최대 105억동(VND, 한화 약 5억원)의 여행자 보험도 무료로 제공된다."
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시",롯데카드는 이번 신용카드 2종 출시에 이어 하반기에는 현지에 진출한 롯데 계열사와의 제휴카드 2종을 추가 출시하는 등 베트남 고객 라이프스타일에 맞는 상품을 지속적으로 제공할 계획이다.
"롯데카드, 국내 첫 베트남 진출 … 여행 특화 2종 출시","한편, 롯데카드는 베트남의 성장잠재력에 주목해 2009년부터 대표사무소를 통해 베트남 진출을 추진해왔다. 지난해 3월 베트남 중앙은행으로부터 현지 소비자금융 회사인 '테크콤 파이낸스'의 지분 100% 인수를 최종 승인 받았다. 지난해 12월 현지법인 '롯데파이낸스 베트남(LOTTE Finance Vietnam)'의 본격적인 출범과 함께 국내 카드사 최초로 베트남 소비자 금융 영업을 시작한 바 있다."
"카드사들, 베트남 등 동남아 진출 성과 가시화","[아시아경제 문혜원 기자]국내 카드사들이 베트남, 인도네시아 등 동남아 시장 진출의 성과를 가시화하고 있다."
"카드사들, 베트남 등 동남아 진출 성과 가시화",28일 금융권에 따르면 롯데카드 베트남 현지법인인 ‘롯데파이낸스 베트남’은 지난 24일 국내 카드사 최초로 베트남 현지에서 신용카드 2종을 출시하고 신용카드 사업을 개시했다.
"카드사들, 베트남 등 동남아 진출 성과 가시화","이번에 출시한 ‘롯데파이낸스 비자(VISA)’와 ‘롯데파이낸스 비자 플래티넘(VISA Platinum)’ 카드 2종은 발급 이후 90일 이내에 카드를 사용하기만 하면 연회비를 평생 면제해주고, 실적 조건에 상관없는 포인트 적립 혜택을 제공하는 것이 특징이다."
"카드사들, 베트남 등 동남아 진출 성과 가시화","L.POINT(엘포인트)도 탑재해 베트남 현지에 진출한 롯데리아, 엔제리너스, 롯데시네마 등 300여개 롯데 계열사 가맹점 이용 시 최대 30% 할인 및 포인트 적립 혜택을 제공한다. 연내 롯데멤버스에서 추진 중인 ‘포인트 호환 서비스’가 도입되면 한국 롯데 계열사에서도 L.POINT 적립·사용이 가능해진다."
"카드사들, 베트남 등 동남아 진출 성과 가시화","이 카드는 특히 한국 여행에 특화된 서비스를 탑재해 베트남 관광객 유치와 국내 관광산업 발전에 기여할 것으로 보인다. 한국 롯데 계열사 이용 시 3%를 적립해 주고, 플래티넘 카드 회원의 경우 보장한도 최대 105억동(VND, 한화 약 5억원)의 여행자 보험도 무료로 제공된다."
"카드사들, 베트남 등 동남아 진출 성과 가시화",비씨카드는 최근 인도네시아 국책은행 만디리은행과 QR결제 등 디지털 결제서비스 도입을 위한 포괄적 업무협약을 체결했다.
"카드사들, 베트남 등 동남아 진출 성과 가시화",비씨카드는 지난 2014년부터 인도네시아 카드결제 서비스 고도화를 위해 만디리은행과 함께 ▲카드결제 매입 시스템 구축 ▲카드 가맹점 인프라 확대 ▲단말기 공급 등 다양한 분야에서 협업을 추진해왔다.
"카드사들, 베트남 등 동남아 진출 성과 가시화",비씨카드에 따르면 인도네시아에서 은행 계좌를 보유한 인구의 비율은 2011년 20%에서 2017년 기준 50%로 급증하고 있다. 현지 결제 사업자들은 계좌를 보유한 국민을 간편결제 서비스 잠재고객으로 판단하고 있다. 계좌 보유 인구 비중이 증가하면 현재 중국 등 글로벌 시장에서 보편화되는 QR결제 등 계좌 기반 거래수단도 폭발적으로 성장할 것으로 보고 있다.
"카드사들, 베트남 등 동남아 진출 성과 가시화",비씨카드는 만디리은행 등 현지 사업자가 원하는 결제 서비스를 맞춤형으로 준비할 계획이다. 이를테면 QR코드 결제 서비스시 현지 사정에 맞춰 보안 솔루션을 개발해 함께 제공하는 식이다.
"카드사들, 베트남 등 동남아 진출 성과 가시화","비씨카드는 또 인도네시아, 베트남 등 다양한 국가를 대상으로 핀테크 기반 신규 사업을 추진해 신성장 동력을 확보할 방침이다."
"카드사들, 베트남 등 동남아 진출 성과 가시화",신한카드도 최근 베트남 중앙은행으로부터 현지 소비자 금융회사인 ‘푸르덴셜 베트남 파이낸스 컴퍼니(PVFC)’ 인수를 승인받았다. 신한카드는 베트남에 자회사를 설립하고 현지 소비자 금융시장에 본격 진출할 계획이다.
"카드사들, 베트남 등 동남아 진출 성과 가시화",KB국민카드는 현지법인 투자를 발판 삼아 캄보디아로 사업 영역을 확장하고 있다. 앞서 지난해 9월 캄보디아에서 첫 해외 자회사인 'KB 대한 특수은행'을 공식 출범시키고 영업을 시작했다.
롯데카드 매각되면 780만 ‘롯데 회원’ 혜택도 사라질까?,“이제 롯데카드로 롯데백화점 할인은 못 받게 되나요?”
