title_dd,body_dd
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,입점 판매자·소비자 연결 플랫폼
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,가짜 마스크 팔아도 “책임 없다”
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,최근 10년 4800억어치 짝퉁 판매
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,모니터링해도 상품 많아 못 찾아
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,판매중개자 책임 강화 법안 논의
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,"“○○는 통신판매중개자이며 통신판매의 당사자가 아닙니다. ○○은 상품, 거래정보 및 거래 등에 대하여 책임을 지지 않습니다.”"
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,최근 ‘가짜 마스크’ 논란을 일으켰던 한지 리필 마스크는 정부 산하 공영쇼핑 온라인몰은 물론 쿠팡·옥션·11번가 등 오픈마켓에서 2월 한 달간 60만장 넘게 판매됐다. 부산 경찰청 광역수사대는 이 마스크 120만장을 유통한 혐의로 A씨를 붙잡아 수사 중이다.
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,"경찰에 따르면 A씨는 오픈마켓 등에서 해당 마스크가 정부 인증을 받은 것처럼 광고했으나, 인증마크나 시험성적서는 모두 위조하거나 가짜였다. 해당 마스크를 판매한 오픈마켓은 가짜 마스크 판매에 대해 즉각 사과했다. 하지만 단순히 판매 중개를 한 것이고, 이를 고지했으므로 책임이 없다는 입장을 내놔 소비자의 분통을 샀다."
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,"오픈마켓의 ‘짝퉁(위조상품)’ 판매 논란이 끊이지 않고 있어 소비자 보호 장치 마련이 시급하다는 지적이다. 지난해 4월에는 40억원대의 가짜 유명 브랜드 의류를 만든 후 정품인 것처럼 속여 5년간 오픈마켓 등에서 판매한 일당을 세관 당국이 적발하기도 했다. 특허청 분석 결과 최근 10년(2010년~2019년 7월)간 오픈마켓에서 판매한 상품 중 당국이 압수한 위조상품은 1130만개, 4819억원어치에 이른다. 이 중 화장품이 78만8000여 건으로 가장 많고 건강식품 64만2000여 건, 의약품 58만9000여 건, 가방 33만8000여 건이었다."
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,"오픈마켓은 다수의 판매자와 구매자가 온라인상에서 만나 거래하는 시장이다. 입점 판매자가 자유롭게 상품을 등록해 판매하는 특성상 위조상품이 올라와도 이를 찾아내거나 제재하기가 쉽지 않다. 그러다 보니 위조상품뿐 아니라 폭리나 강제 주문 취소 등 불공정 판매에 따른 피해도 끊이지 않는다. 소비자시민모임이 올해 1월 28일부터 31일까지 1372 소비자상담센터로 접수한 마스크 관련 상담 782건을 분석한 결과 주문 취소, 폭리 등으로 피해를 본 소비자 77.2%가 오픈마켓에서 제품을 구매했거나 시도했다. 소비자시민모임은 “코로나19 사태에 편승해 불공정 판매를 하는 온라인 쇼핑몰에 대한 정부의 강력한 조치가 필요하다”고 강조했다."
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,오픈마켓은 같은 상품을 두고 여러 입점 판매자가 가격 경쟁을 벌이기 때문에 일반 쇼핑몰보다 저렴한 편이고 상품도 다양하다. 이런 이점을 앞세워 최근 전자상거래 시장에서 비중을 키우고 있다. 산업통상자원부에 따르면 지난해 백화점·대형마트 등 오프라인 시장이 0.9% 역성장하는 동안 전자상거래 시장은 14.2% 성장했다. 성장세는 오픈마켓이 주도했다. 오픈마켓 판매는 지난해 15.9% 급증했다. 이와 달리 일반 온라인 판매는 9.9% 증가하는 데 그쳤다.
짝퉁·폭리·사기 판쳐도 제재 어려워…불공정 판매에 ‘오픈’된 오픈마켓,"롯데멤버스 리서치플랫폼 라임에서 최근 발간한 ‘2020 트렌드픽’에 따르면 베이비붐 세대(1955~63년생)의 30.6%(응답자 총 3935명)가 온라인 쇼핑을 이용하고, 선호하는 온라인 채널 1위는 오픈마켓이었다. ‘최저가’ 검색과 ‘가격 비교’가 용이하기 때문이다. 올 들어서는 코로나19 사태로 외출을 꺼리는 분위기가 조성되면서 오픈마켓의 인기가 더욱 치솟고 있다."
