title_dt,body_dt
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문","22일 종합광고회사인 대홍기획에 따르면 자체 소셜 빅데이터 플랫폼인 '디빅스 2.0'과 롯데멤버스 구매 데이터, 소셜미디어 검색어 등을 근거로 소비자 라이프스타일 변화를 분석한 결과 지난해 7월 이후 가정 내 활동 증가가 두드러진 것으로 나타났다."
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문",한 홈트레이닝 관련 앱은 주 52시간 근무제 시행 전인 지난해 6월에는 설치·사용자 수가 5만명에도 못 미쳤으나 연말에는 50만명을 훌쩍 넘어섰다. 또 한 인테리어 관련 앱은 작년 6월 10만명대에서 연말 50만명까지 급증했다.
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문",반면에 최근 1년간 네이버 트렌드 검색어 추이를 분석한 결과 '맛집' 검색은 지난해 7월에 고점을 찍은 뒤 이후 전반적으로 하강 곡선을 그리면서 올초에는 절반 수준까지 떨어진 것으로 나타났다.
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문",이런 현상은 소비자의 실제 구매 행태에도 반영돼 지난해 9월 홈데코 관련 제품 판매량이 1년 전의 약 2배 수준으로 늘어난 것으로 집계됐다.
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문",또 대표적인 가정 간편식으로 꼽히는 냉동식품에 대한 네티즌 반응을 분류해 보니 긍정적인 평가가 전체의 58.7%에 달해 과거 '건강에 좋지 않다'는 인식이 대폭 줄어든 것으로 나타났다.
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문","이밖에 최근 젊은층을 중심으로 트렌드 키워드로 주목받은 '소확행(작지만 확실한 행복)'의 연관어로도 '이불 밖은 위험해', '집돌이' 등이 많이 언급된 것으로 나타났다."
"주 52시간 근무제 시행 이후, '맛집' 검색 줄고 인테리어·홈트레이닝 어플 사용 급증…가정 내 활동 증가 때문","대홍기획 관계자는 ""여가가 늘어나면서 이전에는 외부에서 이뤄지던 활동이 집 안으로 들어온 것으로 보인다""면서 ""나만을 위한 공간으로서의 집과 그 안에서 누리는 작은 사치를 소확행과 연결 짓는 현상""이라고 설명했다."
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출","롯데멤버스는 개인 회원과 제휴 파트너들에게 P2P(개인 대 개인)에 기반한 직접적인 연결고리 역할을 통해 새로운 가치를 제공하고 있다. 3900만 엘포인트 개인 회원들은 롯데그룹뿐만 아니라 쇼핑 금융 교육·문화 등 다양한 국내외 브랜드를 하나의 멤버십과 간편결제 서비스로 편리하게 이용할 수 있다. 제휴 파트너들에게는 LPAS, 소비물가지수 등 빅데이터에 기반한 차별화된 전문 컨설팅 서비스를 통해 실질적인 매출 증대를 지원한다. 쇼핑 패턴, 라이프 스타일 등 다양한 고객의 니즈를 세분화해 제휴사의 매출 증대를 위한 빅데이터 분석 및 컨설팅 서비스를 제공한다. 엘포인트 제휴 점주 전용 서비스인 엘포인트 파트너스를 통해 매장을 찾은 회원들의 방문 횟수, 성별, 연령 데이터와 연관 매출 현황, 관심지역의 인구특성 분석 등 다양한 데이터를 확인할 수 있다."
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출",롯데멤버스는 국내에서 쌓아온 노하우와 전문성을 바탕으로 인도네시아와 베트남 등 동남아시아 시장에서도 의미 있는 성장을 해나가고 있다. 업계 최초로 인도네시아에 오프라인 제휴 매장뿐만 아니라 온라인과 모바일에서 편리하게 적립사용할 수 있는 엘포인트 모바일 앱을 선보였다.
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출","온라인 금융, 음파결제·블록체인 등 신기술을 보유한 비즈니스 파트너들과 협력해 개인 회원과 제휴 파트너에게 꼭 맞는 혜택과 서비스로 가치있는 쇼핑 경험을 제공하고, 상생의 가치를 바탕으로 구성원과 제휴사가 동반 성장할 수 있도록 노력하고 있다. 비즈니스 혁신을 통한 사회적 가치를 창출하기 위해서다."
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출",롯데멤버스는 고객에게 최고의 제품과 서비스를 지속적으로 제공해 엘포인트가 ‘2019 고객감동브랜드지수 1위(K-CSBI)’ 통합멤버십 부문 1위를 수상했다. 수상의 바탕에는 롯데멤버스가 ‘사람과 세상에 이로운 가치를 창출하기 위해 존재한다’는 신념 아래 지속적으로 벌여온 사회공헌 활동이 있다.
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출","롯데멤버스만의 특별한 창립기념행사인 ‘착한 기부 캠페인’이 대표적이다. 2015년 창립 이후 엘포인트를 통한 생활 속 기부 문화를 형성하고자 창립기념일마다 제휴사와 함께 ‘착한 기부 캠페인’을 펼치고 있다. 또 창립기념일마다 제휴사와 함께 ‘착한 돌잔치’, ‘착한도시락’, ‘착한 장보기’ 캠페인을 선보이며 소비자에게 받은 사랑을 복지 사각지대에 놓인 이웃들에게 돌려주고 있다. 올해는 창립 4주년을 맞아 ‘착한 시네마’ 캠페인을 벌였다. 고객이 롯데시네마에서 엘포인트를 사용할 경우 한 명당 1000원씩 롯데멤버스가 최대 1억원의 기부금을 조성하는 방식이다. 누적된 기부금은 대한적십자사를 통해 문화소외계층의 문화생활 지원에 쓰인다."
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출","또한 문화마케팅과 기부를 접목한 ‘빅플레저’를 통해 즐거운 기부 문화를 확산하고 있다. ‘빅플레저’는 L.pay|L.POINT 회원만이 누릴 수 있는 문화캠페인 시리즈로 점자책을 지원하는 ‘포인트 퍼블리셔’를 후원한다. 롯데멤버스는 스테이지, 재즈, 영화, 클래스 등 프리미엄 문화 콘텐츠를 제공하고 고객은 문화 콘텐츠 이용과 함께 시각장애 아동을 위한 기부에도 자동으로 참여할 수 있다. 롯데자이언츠와 공동으로 경기장을 찾는 관람객 한 명당 후원금 100원을 적립, 1억원을 모아 유니세프 ‘스쿨스 포 아시아(Schools for Asia)’ 캠페인에 동참하고 있다. 이 외에 전 임직원이 참여하는 ‘샤롯데봉사단’을 통해 직접 봉사활동을 하고 있다."
"롯데멤버스, '엘포인트' 맞춤 서비스로 고객이 원하는 삶의 가치 창출",롯데멤버스 관계자는 “합리적인 사고와 공정성을 바탕으로 고객의 성공과 즐거움을 위해 이로운 가치를 창출할 수 있도록 다양한 플랫폼을 제공할 것을 약속드린다”고 말했다.
"롯데마트, 4천원대 '극한 한우' 선 봬","'극한 한우'는 4일부터 10일까지 롯데마트 전 점포에서 판매되는데, 1등급 한우를 부위별로 100g당 4천 원대의 가격에 살 수 있습니다."
"롯데마트, 4천원대 '극한 한우' 선 봬","대표적으로 1등급 한우 등심은 롯데 멤버스 회원 할인과 카드사 할인을 중복하면 100g에 4천968원에, 1등급 한우 정육은 3천286원에 구매할 수 있습니다."
