title_dd,body_dd
롯데카드 신임 대표에 조좌진 전 현대캐피탈아메리카 대표 내정,(서울=뉴스1) 김도엽 기자 = 롯데카드 신임 대표이사에 조좌진 전 현대캐피탈아메리카 대표가 내정됐다.
롯데카드 신임 대표에 조좌진 전 현대캐피탈아메리카 대표 내정,롯데카드는 지난 12일 임원후보추천위원회를 열고 차기 대표이사에 조 전 대표를 추천했다고 13일 밝혔다. 조 내정자는 이달말 열리는 주주총회와 이사회를 통해 최종 선임될 예정이다.
롯데카드 신임 대표에 조좌진 전 현대캐피탈아메리카 대표 내정,"조 후보자는 1967년생으로 현대카드 마케팅총괄본부장, 전략본부장, 올리버 와이만(Oliver Wyman) 한국대표, 현대캐피탈아메리카 대표이사 등을 역임했다. 현재는 JCMC(James Cho Management Consulting) 대표를 맡고 있다."
롯데카드 신임 대표에 조좌진 전 현대캐피탈아메리카 대표 내정,"롯데카드 관계자는 ""조 후보는 신용카드 비즈니스에 대한 깊은 이해와 경험을 갖춘 전문가로, 롯데카드를 업계 선도의 신용카드 회사로 성장시키는 도약을 이뤄낼 적임자로 기대한다""고 했다."
롯데카드 신임 대표에 조좌진 전 현대캐피탈아메리카 대표 내정,지난 2017년부터 롯데카드를 이끈 김창권 대표이사는 상근 부회장으로 승진한다. 김 부회장은 지속적으로 악화되고 있는 신용카드업의 경영환경에서도 수익성 중심 경영과 장기적 안목으로 미래 사업을 꾸준히 추진해온 점을 인정받았다. 특히 지난해 대주주가 바뀌는 상황에서도 조직안정을 이뤄낸 점을 높이 평가해 롯데카드에서는 처음으로 부회장 직책을 신설했다.
롯데카드 사장에 '마케팅 전문가' 조좌진,롯데카드는 지난 12일 임원후보추천위원회를 열고 조 전 대표를 대표이사 사장 후보로 추천했다. 롯데카드는 3월 말 주주총회와 이사회를 열고 조 후보자를 사장으로 선임하는 안건을 통과시킬 예정이다.
롯데카드 사장에 '마케팅 전문가' 조좌진,"조 전 대표는 1967년생으로 서울대 경제학과를 졸업했다. 글로벌 컨설팅 회사 AT커니를 다니던 시절 정태영 현대카드 부회장이 영입했다. 조 전 대표는 현대카드의 중흥을 이끈 마케팅 전문가로 업계에서 유명하다. 2003년부터 3년여간 마케팅본부장을 지내면서 현대카드 기업 이미지(CI)를 개편했고, 알파벳카드와 카드배송 등을 만들었다. 2% 남짓이던 현대카드 시장점유율을 10%대 중반으로 끌어올리는 데 큰 공헌을 했다는 평가를 받는다. 현대카드·캐피탈 전략본부장을 지냈고, 금융산업 전문 글로벌 전략컨설팅 회사인 올리버 와이만의 한국 대표도 맡았다. 자신의 이름을 딴 해외 마케팅 전문 컨설팅사 JCMC를 운영하고 있다."
롯데카드 사장에 '마케팅 전문가' 조좌진,롯데카드와 롯데카드 대주주인 사모펀드 운용사 MBK파트너스는 조 전 대표 영입을 위해 상당한 공을 들인 것으로 알려졌다. 본격적인 회사 체질 개선에 나선다는 계획이다.
롯데카드 사장에 '마케팅 전문가' 조좌진,"김창권 사장을 부회장으로 승진시키는 것도 이목을 끈다. 김 사장이 올린 경영실적을 높이 평가했고, 주요 주주사인 롯데그룹과의 향후 관계 등을 고려한 인사라는 평가다. 롯데카드 관계자는 “김 사장도 집행임원 부회장으로서 새로운 임기를 부여받고, 경영 전반을 총괄하게 될 것”이라고 말했다."
"롯데카드, 신임 대표에 조좌진 전 현대캐피탈아메리카 대표 추천",롯데카드는 지난 12일 임원후보추천위원회를 열고 대표이사 사장에 조좌진 전 현대캐피탈아메리카 대표(사진)를 추천했다고 13일 밝혔다.
