title_dt,body_dt
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","금융위는 27일 인터넷전문은행 예비인가 신청을 받은 결과 키움뱅크(주주사 28개), 토스뱅크(주주사 8개), 애니밴드 스마트은행이 신청서를 제출했다고 밝혔다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","다만 애니밴드 스마트은행의 경우 대부분의 신청서류가 미비해 보완을 요청하고, 보완이 되지 않으면 신청을 반려할 수 있다고 설명했다. 공개적으로 도전의사를 밝히고 주주를 구성한 토스뱅크·키움뱅크와 달리 애니밴드 스마트은행은 이모씨 등 세 명이 발기인으로, 주주구성을 협의하고 있다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","토스뱅크는 토스(비바리퍼블리카)가 지분 60.8%를 보유한 대주주, 한화투자증권이 9.9%를 보유한 2대 주주로 참여한다. 이외 각각 9%를 가져간 알토스벤처스와 굿워터캐피탈, 베스핀글로벌(4%), 한국전자인증(4%), 무신사(2%), 리빗캐피탈(1.3%) 등 비교적 소수의 주주를 구성했다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","이외 '배달의민족'과 부동산 정보 플랫폼 '직방', 글로벌 전자상거래 플랫폼 '카페24'와 긴밀하게 사업 협력을 추진하기로 하고 양해각서(MOU)를 체결했다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","토스 뱅크는 고객이 원하는 혁신적 금융 상품과 서비스를 적기에 제공, 소비자 선택권을 넓히는 은행의 모델인 '챌린저뱅크'(Challenger Bank) 설립을 추진한다. 토스 관계자는 ""특히 전통 금융권에서 소외돼 온 중신용 개인 고객과 소상공인(SOHO) 고객에 특히 집중하고자 한다""고 했다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","토스뱅크는 예비인가를 통과하면 1000억원 자본금 규모의 준비법인을 설립할 예정이며, 본인가 통과 후 영업을 시작할 때 2500억원 자본금 규모의 은행을 설립한다는 계획을 세웠다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","이승건 토스 대표는 ""토스를 통해 국내 핀테크 산업을 열었다면, 토스뱅크로 기존 금융권의 상식을 뛰어넘는 완전히 새로운 은행을 선보이고자 한다""며 ""주주들과 함께 진정한 챌린저뱅크를 만드는 데 힘을 다 하겠다""고 했다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","반면 키움뱅크는 이미 알려진 KEB하나은행, 다우키움그룹, SK텔레콤 외에 총 28개사의 다수 주주를 구성했다. 주주 명단은 Δ유통(11번가·세븐일레븐·롯데멤버스) ΔICT(메가존클라우드·아프리카TV·데모데이·에프앤가이드·한국정보통신) Δ핀테크(에이젠글로벌·피노텍·원투씨엠·투게더앱스) Δ생활 밀착형 서비스(하나투어·바디프렌드·SCI평가정보·바로고, 현대비에스앤씨) 등이다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","키움뱅크는 예금·대출 등 기존 은행업무를 넘어서 참여 주주사의 강점과 방대한 고객 기반을 활용한 디지털 생활금융 플랫폼을 지향한다. 이에 TV·내비게이션·자동차를 연결한 사물인터넷(IOT) 뱅킹, 증강현실(AR) 기반의 부동산금융, 가상현실(VR) 기반의 가상지점, 빅데이터 기반의 상품 추천 등 서비스를 제공할 계획이다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표",또 '포용적 금융의 실천'을 핵심 가치로 세우고 참여 주주사가 보유한 빅데이터 역량을 바탕으로 정교한 신용평가와 상권분석 모델 등으로 금융 소외계층과 소상공인의 동반 성장을 추진한다.
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","한준성 KEB하나은행 미래금융그룹 부행장은 ""기존의 은행과 인터넷전문은행보다 손님들의 이용 편의성을 획기적으로 극대화하려는 새로운 도전을 시작했다""며 ""손님들에게 진정한 키움과 나눔을 제공하는 한 차원 높은 생활금융플랫폼의 진화와 성장을 지켜봐 달라""고 밝혔다."
"키움·토스 등 3개 컨소시엄, 신규 인터넷은행 출사표","금융위는 외부평가위원회 평가를 포함한 금융감독원 심사(4~5월)를 거쳐 5월 중 예비인가 여부를 의결할 예정이다. 예비인가를 받은 사업자는 인적·물적요건 등을 갖춰 본인가를 신청하고, 본인가(신청 후 1개월 이내 심사 원칙)를 받으면 6개월 이내 영업을 개시할 수 있다."
제3인터넷은행 예비인가 키움·토스·애니밴드 3사 출사표,금융위원회는 26일부터 27일까지 인터넷은행 예비인가 신청서 접수를 진행한 결과 3곳의 컨소시엄이 참여했다고 밝혔다.
제3인터넷은행 예비인가 키움·토스·애니밴드 3사 출사표,"키움뱅크 컨소시엄엔 하나은행과 SK텔레콤, 키움증권, 다우기술, 사람인에이치알, 한국정보인증, 11번가, 코리아세븐, 롯데멤버스, 메가존클라우드, 바디프랜드, 프리미어성장전략엠앤에이2호, PEF, 웰컴저축은행, 하나투어, SK증권, SBI AI&amp;Blockchain Fund, 한국정보통신, 현대비에스앤씨, 아프리카티비, 데모데이, 에프앤가이드, 에스씨아이평가정보, 에이젠글로벌, 피노텍, 희림종합건축사무소, 원투씨엠, 투게더앱스, 바로고 등 28개의 주주사가 참여했다."
제3인터넷은행 예비인가 키움·토스·애니밴드 3사 출사표,"토스뱅크 컨소시엄은 비바리퍼블리카, 한화투자증권, 굿워터캐피탈, 알토스벤처스, 리빗캐피탈, 한국전자인증, 뉴베리글로벌(베스핀글로벌), 무신사 등 8개 주주사가 참여해 컨소시엄 구성을 이뤘다. 새로 합류한 애니밴드 스마트뱅크는 현재 주주구성을 협의 중이다."
제3인터넷은행 예비인가 키움·토스·애니밴드 3사 출사표,금융위는 대부분의 신청서류가 미비한 만큼 기간을 정해 다시 보완요청을 할 예정이다. 그럼에도 보완이 되지 않는 경우 신청을 반려할 계획이다.
제3 인터넷은행 예비인가 3곳 신청…키움뱅크·토스뱅크 2파전 될 듯,금융위원회와 금융감독원은 26~27일 양일에 걸쳐 인터넷전문은행 예비인가 신청서를 접수받은 결과 모두 3개 컨소시엄이 예비인가 신청서를 제출했다고 밝혔다. 이 가운데 '애니밴드 스마트은행 컨소시엄'은 대부분의 신청 서류를 제대로 제출하지 않아 추후 신청이 반려될 가능성이 있다.
제3 인터넷은행 예비인가 3곳 신청…키움뱅크·토스뱅크 2파전 될 듯,"금융권에서는 제3 인터넷전문은행은 키움뱅크와 토스뱅크의 2파전이 될 것으로 보고 있다. 키움뱅크 컨소시엄에는 키움증권과 하나은행, SK텔레콤, 세븐일레븐, 롯데멤버스, 메가존클라우드 등이 주요주주로 참여했다. 주주사만 28개에 이를 정도로 규모가 크다. 바디프랜드, 웰컴저축은행, 아프리카TV, 에프앤가이드, 희림종합건축사무소 등 다양한 업종의 기업이 모인 것도 특징이다."
제3 인터넷은행 예비인가 3곳 신청…키움뱅크·토스뱅크 2파전 될 듯,"키움뱅크는 정보통신기술(ICT)을 금융과 융합해 포용의 가치를 실현하는 오픈 금융 플랫폼을 표방하고 있다. 다양한 사업자가 자유롭게 참여해 필요한 금융서비스를 제공하는 플레이 그라운드를 내걸었다. 키움뱅크 관계자는 ""ICT 분야의 혁신기업을 필두로 금융, 통신, 유통 분야의 리딩기업이 참여하고 있어 인터넷전문은행의 확대 및 발전을 추구할 수 있는 역량을 충분히 확보하고 있다""며 ""아이디어는 충분하지만 체계적인 지원이 부족해 어려움을 겪는 스타트업에 마중물 역할을 하겠다""고 밝혔다."
제3 인터넷은행 예비인가 3곳 신청…키움뱅크·토스뱅크 2파전 될 듯,"키움뱅크는 부동산을 활용한 대안투자와 온라인 대환대출, 고객 소비행동기반 빅데이터 정보와 고도의 데이터 분석 기술을 활용한 새로운 신용평가모델(CSS), 아프리카TV와 에프앤가이드의 방대한 정보를 활용한 금융 콘텐츠 등을 핵심 사업 모델로 제시했다."
제3 인터넷은행 예비인가 3곳 신청…키움뱅크·토스뱅크 2파전 될 듯,"이에 비해 토스뱅크는 주주사가 8개에 그친다. 한화투자증권을 제외하면 국내에서 뚜렷한 활동을 하는 기업이 없다. 신한금융지주와 현대해상이 막판에 컨소시엄에서 탈퇴한 영향이다. 토스뱅크 컨소시엄은 토스가 대주주로 60.8%의 지분을 가지고 한화투자증권이 9.9%, 알토스벤처스와 굿워터캐피탈이 각각 9%, 한국전자인증 4%, 베스핀글로벌 4%, 무신사 2%, 리빗캐피탈 1.3%의 지분을 가지고 사업에 참여한다."
제3 인터넷은행 예비인가 3곳 신청…키움뱅크·토스뱅크 2파전 될 듯,"토스뱅크는 신한지주와 현대해상의 빈자리를 혁신적인 금융 서비스를 제공하는 새로운 은행 모델인 챌린저뱅크로 채운다는 계획이다. 컨소시엄에 참여한 굿워터캐피탈, 알토스벤처스, 리빗캐피탈 , 베스핀글로벌 등 핀테크 투자 경험이 많은 글로벌 벤처캐피탈(VC)이 혁신적인 사업 모델을 만드는데 중요한 역할을 할 것으로 기대하고 있다."
