title_dd,body_dd
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",[더팩트｜이지선 기자] 비은행 계열사에 관심이 높은 하나금융지주가 매물로 나온 더케이손해보험의 유력 인수자로 거론되고 있다. 김정태 하나금융 회장이 비은행 계열사 이익 비중을 30%까지 늘리겠다고 밝혔던 만큼 시장에 나온 손보사에도 관심을 기울이는 것이다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",31일 금융권에 따르면 하나금융이 보험사 인수에 관심을 기울이고 있는 것으로 나타났다. 하나금융은 올해 3분기까지 순이익 2조404억 원을 올리면서 실적 순항 중이지만 그중 하나은행이 거둔 이익은 1조7913억 원으로 지주 순익의 87.8%에 달해 은행 의존도가 높다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까","반면 비은행 계열사는 거의 눈에 띄지 않는 실정이다. 그나마 비은행 중에서는 증권사가 약진하고 있다. 하나금융투자는 지난해 증자를 단행하면서 전년 동기 대비 순이익이 48.9% 급증했다. 이외에 하나생명은 실적이 개선되긴 했지만, 순이익 172억 원 규모로 업계 하위권에 처져 있고, 하나카드도 카드 업황 부진에 따라 실적이 저조해지고 있는 실정이다."
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",이에 따라 은행에 집중된 포트폴리오를 개선에 관심을 기울이고 있다. 앞서 김정태 하나금융 회장도 오는 2025년까지 비은행 계열사 비중을 30%까지 높이겠다는 계획을 내놓기도 했다. 하나금투에 대한 증자나 하나캐피탈 완전 자회사 편입도 비은행 강화를 위한 행보였다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",보험사 등 비은행 계열사 인수합병을 추진할 가능성도 제기되고 있다. 상반기에는 롯데 금융 계열사에 관심을 보이기도 했고 현재 M&amp;A 시장에 매물로 나온 KDB생명이나 더케이손해보험 인수 가능성도 꾸준히 제기되고 있다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",특히 더케이손해보험에 대해서는 하나금융이 금융지주사 중 유일하게 관심을 보인 것으로 알려지면서 시장 관심이 쏠리고 있다. 현재 하나금융에 손해보험 계열사가 없는 만큼 하나금융의 인수 가능성이 제기되는 것이다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",더케이손해보험은 한국 교직원공제회가 대주주로 있는 보험사로 자동차보험에 주력하고 있다. 다만 앞서 롯데카드와 롯데손해보험 인수전에서도 하나금융이 입찰에 나설 가능성이 제기됐지만 최종적으로 입찰하지 않았던 적이 있기 때문에 확신할 수는 없다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까",이에 더해 더케이손보가 탄탄한 고객층을 보유하고는 있지만 규모가 작을뿐더러 지난해에는 당기순손실까지 기록하면서 실적 악화가 이어지고 있어 매력이 다소 떨어진다는 평가도 나오고 있는 상황이다.
"비은행 강화 필요한 하나금융, 보험 계열사 인수 나설까","하나금융 관계자는 ""올해 초부터 지속적으로 비은행 강화에 관심을 기울이고 있었던 것은 사실""이라며 ""당장 보험사 인수와 관련해 아무것도 정해진 것이 없고 매물이 나와 살펴보는 것""이라고 밝혔다."
"롯데-산업은행, 스타트업 지원 위해 협력",롯데액셀러레이터와 KDB산업은행은 30일 업무협약을 맺고 스타트업-대기업간 오픈이노베이션 활성화를 위해 유기적으로 협력하기로 했다.
