title_dd,body_dd
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"대기업과 협업 기회 제공…""글로벌 오픈 플랫폼 스타트업 시티로"""
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"(서울=연합뉴스) 고현실 기자 = 서울시는 글로벌 스타트업 축제인 '스타트업 서울: 테크 라이즈 2019'(Start-Up Seoul : Tech-Rise 2019)를 9월 4∼6일 동대문디자인플라자(DDP), 서울창업허브, 서울바이오허브 등에서 개최한다고 29일 밝혔다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"20개국 3천여명의 창업가와 투자자, 200여개 스타트업이 한자리에 모여 판로·투자 유치·기술제휴 등을 모색하고, 창업 생태계 발전 방향과 비전을 공유한다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"미국 벤처캐피탈(VC)인 500스타트업(500 Startups)과 사제파트너스(Sazze Partners), 중국의 창업지원 기관 대공방, 싱가포르의 스타트업 지원기관 ACE 등이 참여한다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,행사 기간 다양한 경쟁 방식의 스타트업 육성 프로그램이 진행된다.
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"5일 열리는 '혁신기술 피칭대회'에는 4차 산업혁명 관련 혁신기술을 보유한 10개 기업이 서울시 등 공공구매처와 투자자를 대상으로 혁신기술을 소개하고, 구매계획을 논의한다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"서울창업허브, 스파크랩스, 위워크랩스 등 민간 전문기관이 70개 투자사와 함께 서울의 우수 스타트업을 발굴하고, 추천하는 행사도 진행된다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"이에 앞서 4일에는 글로벌 초청 인사들이 서울의 주요 창업지원시설을 방문해 서울의 창업 정책을 공유하는 '서울투어의 날'이 운영된다. 시설마다 캠퍼스 아이디어 경진대회, 투자유치 피칭 등 다양한 프로그램이 진행된다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,5∼6일에는 테스트베드 박람회가 열려 시장진입에 어려움을 겪는 혁신 기업에 홍보 기회와 공공 구매 확대를 위한 판로개척을 지원한다.
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,6일에는 중국 대공방과 함께하는 제조업 스타트업 경진대회가 열린다. 우수 팀은 중국 현지 양산은 물론 제작한 제품을 중국에서 직접 판매할 기회가 주어진다.
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"글로벌 스타트업 전문가들의 기조연설은 5일 DDP에서 열린다. 스타트업 생태계 조사기관 '스타트업 지놈'의 고디어(J.F.Gauthier) 대표가 '글로벌 생태계 변화동향'을 발표하고, 아시아의 '우버'로 불리는 그랩이 세운 투자사 그랩 벤처스의 대표 크리스 여(Chris Yeo)가 '선도적 창업기업'을 주제로 기조연설을 한다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"기조연설 후 개막식에서 서울시는 '글로벌 오픈 플랫폼 스타트업 시티'라는 비전을 선포한다. ""세계의 스타트업이 꿈을 실현할 수 있는 도시이자 글로벌 인재가 모여 정보와 자원을 공유하는 플랫폼 도시""라는 뜻을 담고 있다고 시는 설명했다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"서울시는 국내외 12개 민간기관 및 삼성, 롯데, 벤츠코리아 등 대기업과 협력해 창업생태계 세미나, 대기업 오픈이노베이션 세미나 등도 개최할 계획이다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,"박원순 시장은 ""이번 행사는 글로벌 창업생태계 리더들에게 서울 창업생태계를 알리고, 앞으로 나아갈 방향에 대해 다양한 비전과 전략을 듣고 공유하는 기회가 될 것""이라며 ""서울을 세계적인 혁신가와 창업가가 모이고, 스타트업이 꿈을 이루는 '글로벌 오픈 플랫폼 스타트업 시티'로 만들겠다""고 말했다."
20개국 창업가·투자자 서울 집결…9월 글로벌 스타트업 축제,자세한 행사 내용과 일정은 공식 홈페이지(http://startupseoul.or.kr/)에서 확인할 수 있다.
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션",‘장기렌트카·자동차리스’ 등의 신차 구매견적을 받기 위해서는 전문 컨설팅 업체를 통해 알아보는 것이 필수다. ‘스마트다이렉트카’ 는 신차 장기렌트카·자동차리스 가격비교 견적 전문 사이트로 20곳 이상의 다양한 제휴사별 비교견적을 받아볼 수 있다.
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","‘스마트다이렉트카’에 제휴된 장기렌탈 업체로는 롯데렌터카장기렌트(신차장), SK렌트카, AJ장기렌터카, 한진렌터카, 레드캡 장기렌트카 등이 있고, 자동차리스렌탈을 이용할 수 있는 메이저급 캐피탈사로는 현대캐피탈, JB우리캐피탈, KB국민캐피탈, BNK캐피탈, 아주캐피탈, 롯데캐피탈, 하나캐피탈 등이 있다."
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","홈쇼핑 장기렌트카에서 판매를 하는 곳으로는 AJ홈쇼핑, SK홈쇼핑, KT롯데홈쇼핑 등이 제휴되어 있어 리스렌터사별 견적 비교와 특판 할인까지 적용이 된다면 가장 효율적인 비용으로 신차를 이용할 수 있게 되는 것이다."
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션",또한 장기렌트카·자동차리스사 별 현재 진행되고 있는 프로모션 외에도 ‘스마트다이렉트카’의 단독 핫딜(렌터사와 업체의 콜라보 상품) 프로모션 등을 통해 아주 저렴한 비용으로 신차오토리스와 장기렌트카를 이용할 수 있다.
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","실제로 신차 장기렌트카·자동차리스는 초기비용 부담도 적거나 경우에 따라 전혀 없을 뿐더러 개인, 법인사업자의 경우 경비처리도 가능하기 때문에 많은 개인, 법인사업자들이 이용하고 있다."
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","‘스마트다이렉트카’의 특가 프로모션 차량은 현대자동차 싼타페TM, 베뉴, 신형 쏘나타, 그랜져IG장기렌트(하이브리드 포함), 더뉴그랜드스타렉스가 있다."
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","기아자동차로는 셀토스, 신형 K7 프리미어 장기렌트, 더뉴 K5, 더K9, 레이, 올뉴모닝, 스포티지, 쏘렌토 더 마스터 장기렌트카가 이용 가능하다."
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","또한 쌍용자동차 티볼리 에어, 아머, 뷰티풀 코란도, G4렉스턴, 렉스턴 스포츠 칸 등이 있다."
"‘스마트다이렉트카’신차장기렌트카·자동차리스 가격비교사이트, 쏘렌토·쏘나타·싼타페·카니발·K7 등 무보증 비교견적 프로모션","이 밖에 보증금 없는 무보증 장기렌트카, 개인 및 개인사업자 장기렌트카 비용, 법인사업자 장기렌트카 비교견적, 신차 장기렌트카 장단점 등 모든 문의는 ‘스마트다이렉트카’ 가격비교 사이트에서 실시간으로 자세한 상담이 가능하다."
