title_dd,body_dd
유통업계는 지금 ‘스타트업’과 상생 중,[스포츠서울 김윤경 기자]유통업계가 상생을 앞세우며 스타트업과 손잡기에 나섰다. 오프라인 사업이 정체기를 맞은 가운데 미래 먹거리 발굴로 수익성을 올리고 스타트업과의 윈-윈 전략으로 위기를 극복하겠다는 의도다.
유통업계는 지금 ‘스타트업’과 상생 중,"29일 업계에 따르면 빠르게 변화 중인 시장 상황에 대처하기 위해 유통기업들이 신사업 아이템을 가진 스타트업에 투자하고 키워내 자사와의 협력모델을 만들어 내는데 한창이다. 스타트업은 투자받은 자금을 기반으로 아이디어를 실현할 수 있는 기회이고, 투자하는 기업으로서는 수익을 극대화할 수 있는 방안인 셈이다."
유통업계는 지금 ‘스타트업’과 상생 중,"롯데그룹은 스타트업 지원에 일찍이 나섰다. 그룹은 롯데액셀러레이터를 2016년에 설립, 초기 스타트업에는 성장을 돕는 액셀러레이팅 프로그램을 제공하고 이미 성장기에 돌입한 스타트업에는 펀딩 투자하는 벤처캐피탈 역할을 한다. 실제 롯데에서 운영 중인 엘캠프(L-camp) 프로그램에 선정돼 투자받은 모바일 메신저용 이모티콘 스타트업 ‘스티팝’은 롯데와 손잡은 뒤 주간 이용자 평균 성장률이 14%를 돌파했으며 이용자는 20개국 7만명을 넘어섰다. 2020년에는 이용자가 1000만명에 달할 것으로 예측된다."
유통업계는 지금 ‘스타트업’과 상생 중,"GS그룹은 허창수 회장이 직접 나설 정도로 스타트업 투자에 적극적이다. 허 회장은 “변화에 눈과 귀를 열라”고 지시하며 스타트업과 상생을 위해 개방형 혁신(오픈 이노베이션)을 추진했다. 우선 GS홈쇼핑은 기업주도형 벤처캐피탈을 운영하며 소셜미디어, 커머스, 반려견 등 400여개 스타트업에 투자했다. GS칼텍스는 SK에너지와 함께 물류 스타트업 ‘줌마’와 계약해 택배 집하 서비스 ‘홈픽’을 운영 중이다. GS리테일은 지난 3월 반려동물 스타트업 펫츠비, 퍼피웍스와 함께 반려동물 콘텐츠 플랫폼을 론칭해 반려견 관련 시장을 확대하고 있다."
유통업계는 지금 ‘스타트업’과 상생 중,"CJ그룹은 지난 4월 물류와 미디어, 엔터테인먼트 분야의 기술을 확보하기 위해 오픈 이노베이션을 열고 6개 팀을 선정했다. 사업 분야는 ‘물류 효율성 개선을 위한 보로틱스 기술’, ‘스마트 미디어 콘텐츠’, ‘극장 공간을 활용한 넥스트 시네마’ 등이다. 같은달 이랜드리테일은 비디오 커머스와 디지털 마케팅 분야, 온·오프라인에 입점 가능한 신규 유통 콘텐츠를 발굴하는 스타트업을 선발해 지원하기 시작했다."
유통업계는 지금 ‘스타트업’과 상생 중,"이영민 서울대 경영학과 교수는 “기업들은 급속도로 발전하는 기술력, 디지털화에 따라 고객의 트렌드도 빠르게 변화하고 있어 미래 비전이 있는 신사업 발굴의 필요성을 느낀다”며 “혁신 기술을 갖춘 스타트업과 상생 문화가 확산되고 있다”고 말했다. 그는 또 “과거에는 대기업이 스타트업을 일방적으로 돕는 사회적 책임의 역할을 했다면 최근에는 서로의 필요에 의해 전략적 제휴를 맺어 도움을 주고받는 분위기”라고 분석했다."
[올 상반기 기업 신용등급 분석해 보니] 철강·유통·자동차 구분없이 하락 사이클,"부도기업 5곳, 하향기업 44곳으로 전년보다 늘어… 회사채 투자 옥석가리기 필요"
[올 상반기 기업 신용등급 분석해 보니] 철강·유통·자동차 구분없이 하락 사이클,"국내 유일의 태양광 잉곳 웨이퍼 제조사인 웅진에너지는 지난 5월 법정관리(기업회생절차)를 신청했다. 중국 기업의 저가 공세와 미국의 세이프가드 조치 등으로 경영상태가 악화되면서다. 웅진에너지는 지난해 영업손실 560억원, 당기순손실 1118억원으로 5년 연속 적자를 기록했다. 매출액은 2017년 대비 31%가량 줄었다."
[올 상반기 기업 신용등급 분석해 보니] 철강·유통·자동차 구분없이 하락 사이클,웅진에너지의 법정관리 신청으로 지주사인 ㈜웅진의 신용등급은 BBB+에서 BBB-로 떨어졌다. 올 상반기 법정관리에 들어간 기업은 웅진에너지를 포함해 티씨티·에프티이앤이·지투하이소닉·트레이스 등 5곳이다. 지난해 같은 기간 부도기업은 ‘0’곳이었다. 신용평가사 관계자는 “수출 악화에다 내수 부진까지 겹쳐 기업 실적과 재무상태가 급격히 나빠진 탓”이라며 “국내 기업들의 신용도가 하락 사이클에 진입했다”고 말했다.
[올 상반기 기업 신용등급 분석해 보니] 철강·유통·자동차 구분없이 하락 사이클,"국내 3대 신용평가사인 한국기업평가(한기평)·나이스신용평가(나이스)·한국신용평가(한신평)가 올 상반기 기업 신용등급(장기 등급 기준)을 낮춘 곳은 44곳(중복 포함), 상향 조정한 기업은 30곳이다."
