title_dd,body_dd
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,15일 금융업계에 따르면 롯데카드와 롯데손해보험 매각 주관사인 씨티글로벌마켓증권은 예비입찰에 참여한 업체 가운데 적격 인수 후보를 선정해 이날 해당 업체에 통보했다.
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,"롯데카드 예비인수후보군에는 하나금융, 한화그룹, 사모펀드인 MBK파트너스, 한앤컴퍼니, IMM 프라이빗에쿼티(PE) 등 5곳이 포함됐다."
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,"롯데손해보험 예비인수후보로는 MBK파트너스, 사모펀드인 JKL파트너스, 한앤컴퍼니를 포함해 5곳이 이름을 올렸다."
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,롯데그룹은 롯데카드와 롯데손보에 대한 개별 매각에 집중하기로 하고 롯데캐피탈 매각은 보류하기로 결정했다.
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,"지난 12일 마무리된 롯데캐피탈 예비입찰에는 KB금융지주와 MBK파트너스, 한앤컴퍼니, 오릭스PE 등이 참여한 것으로 알려졌다."
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,"당초 롯데그룹은 롯데카드와 롯데손보, 롯데캐피탈을 패키지로 매각할지 개별 매각할지 검토했지만 예비입찰 결과를 보고 개별 매각으로 방향을 정한 것으로 전해졌다."
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,롯데는 예비인수 후보자들을 상대로 오는 18일부터 6주간 실사에 들어간다. 본 입찰은 4월 초에 진행될 예정이다.
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,롯데는 2017년 10월 롯데지주를 설립했으며 현행 공정거래법에서 일반 지주회사는 금융 계열사 주식을 보유할 수 없다는 금산분리 규정에 따라 금융 계열사 매각에 나섰다.
롯데카드·손해보험 적격인수후보군 선정…캐피탈은 보류,지주사 설립 2년 이내인 올해 10월까지 이들 금융 계열사를 정리해야 한다.
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정",(서울=뉴스1) 장도민 기자 = 롯데그룹이 롯데카드와 롯데손해보험의 적격인수후보군(숏리스트)으로 한화그룹과 하나금융지주 등을 선정했다.
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정",그러나 '알짜매물'로 불리며 가장 큰 관심을 모았던 롯데캐피탈 매각은 보류했다. 투자은행(IB)업계에서는 롯데그룹이 롯데캐피탈 매각을 백지화할 수 있다는 목소리도 나온다.
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정","15일 IB업계에 따르면 롯데카드 숏리스트에는 한화그룹, 하나금융지주, 사모펀드(PEF) 운용사 MBK파트너스, 한앤컴퍼니, IMM PE 등이 선정됐다. 롯데손해보험 숏리스트에는 MBK파트너스, 한앤컴퍼니, JKL파트너스와 중국계 금융사 등이 포함됐다."
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정","반면 롯데캐피탈 매각은 보류했다. 지난 12일 마무리된 롯데캐피탈 예비입찰에는 KB금융지주와 MBK파트너스, 한앤컴퍼니, 오릭스PE 등이 참여한 것으로 알려졌다."
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정","당초 롯데그룹은 롯데카드와 롯데손보, 롯데캐피탈을 패키지로 매각할지 개별 매각할지 검토했지만, 예비입찰 결과를 보고 개별 매각으로 방향을 정한 것으로 전해졌다."
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정",그러나 롯데카드와 롯데손보 매각을 성사시키기 위한 지렛대로 활용하려던 알짜회사 롯데캐피탈에 대해선 매각을 보류했다. 롯데카드와 롯데손보에 대한 입찰경쟁이 예상보다 뜨겁다고 판단한 것으로 알려졌다.
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정","롯데그룹은 지난 2017년 10월 롯데지주를 설립하면서 공정거래법상 일반 지주회사가 금융계열사 주식을 보유할 수 없다는 금산분리 규정을 지키기 위해 금융 계열사 매각에 나선 것이다. 롯데지주는 롯데카드와 롯데캐피탈 지분을 각각 93.8%, 38.1% 보유하고 있다. 롯데손해보험의 경우 호텔롯데가 지분 23.7%를 갖고 있다."
"롯데, 캐피탈 매각 보류…카드 손보 숏리스트 선정",업계에서는 롯데지주가 롯데캐피탈 보유 지분을 지주사 밖 그룹사로 넘겨 매각을 백지화할 수 있다는 얘기가 나온다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,(서울=연합뉴스) 박성진 기자 = 롯데그룹이 롯데카드와 롯데손해보험 매각을 위한 적격 예비인수후보(숏리스트)를 15일 선정했다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,금융업계에 따르면 롯데카드와 롯데손해보험 매각 주관사인 씨티글로벌마켓증권은 예비입찰에 참여한 업체 가운데 적격 인수 후보를 선정해 이날 해당 업체에 통보했다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,"롯데카드 숏리스트에는 하나금융, 한화그룹, 사모펀드인 MBK파트너스, 한앤컴퍼니, IMM 프라이빗에쿼티(PE) 등 5곳이 이름을 올렸다."
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,"롯데손해보험 예비인수후보로는 MBK파트너스, 사모펀드인 JKL파트너스, 한앤컴퍼니를 포함해 5곳이 선정됐다."
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,롯데그룹은 롯데카드와 롯데손보에 대한 개별 매각에 집중하기로 하고 롯데캐피탈 매각은 보류하기로 결정했다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,"롯데지주는 롯데카드와 롯데손보, 롯데캐피탈 매각을 두고 패키지와 개별 매각을 두고 검토했으나 3개사 예비입찰 결과 개별 매각이 유리하다고 판단해 캐피탈을 제외한 두 곳 매각에 집중하기로 한 것으로 알려졌다."
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,롯데는 숏리스트 기업들을 대상으로 오는 18일부터 6주간 실사에 들어간다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,본 입찰은 4월 초에 진행할 예정이다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,롯데는 2017년 10월 롯데지주를 설립했으며 현행 공정거래법에서 일반 지주회사는 금융 계열사 주식을 보유할 수 없다는 금산분리 규정에 따라 금융 계열사 매각에 나섰다.
롯데카드·손보 매각 적격인수후보 5곳씩 선정…캐피탈은 보류,지주사 설립 2년 이내인 올해 10월까지 이들 금융 계열사를 정리해야 한다.
롯데캐피탈 매각 보류…카드·손보 숏리스트 확정,롯데그룹이 롯데캐피탈 매각을 잠정 보류했습니다.
롯데캐피탈 매각 보류…카드·손보 숏리스트 확정,투자은행(IB) 업계에 따르면 롯데그룹은 매각주관사인 씨티그룹글로벌마켓증권을 통해 롯데캐피탈 매각을 당분간 보류하겠다는 뜻을 전달했습니다.
롯데캐피탈 매각 보류…카드·손보 숏리스트 확정,롯데카드와 롯데손보 매각에 집중하기 위해서라는 설명입니다.
